date,location,location_type,location_code,location_code_type,data_type,value
2020-12-20,Rhode Island,state,44,fips_code,cases_total,77812
2020-12-20,Rhode Island,state,44,fips_code,deaths_total,1625
2020-12-20,South Carolina,state,45,fips_code,cases_total,273406
2020-12-20,South Carolina,state,45,fips_code,deaths_total,4935
2020-12-20,South Dakota,state,46,fips_code,cases_total,94727
2020-12-20,South Dakota,state,46,fips_code,deaths_total,1361
2020-12-20,Tennessee,state,47,fips_code,cases_total,505880
2020-12-20,Tennessee,state,47,fips_code,deaths_total,6007
2020-12-20,Texas,state,48,fips_code,cases_total,1593201
2020-12-20,Texas,state,48,fips_code,deaths_total,25948
2020-12-20,Utah,state,49,fips_code,cases_total,250964
2020-12-20,Utah,state,49,fips_code,deaths_total,1155
2020-12-20,Vermont,state,50,fips_code,cases_total,6443
2020-12-20,Vermont,state,50,fips_code,deaths_total,111
2020-12-20,Virgin Islands,state,78,fips_code,cases_total,1921
2020-12-20,Virgin Islands,state,78,fips_code,deaths_total,23
2020-12-20,Virginia,state,51,fips_code,cases_total,306848
2020-12-20,Virginia,state,51,fips_code,deaths_total,4650
2020-12-20,Washington,state,53,fips_code,cases_total,227049
2020-12-20,Washington,state,53,fips_code,deaths_total,3170
2020-12-20,West Virginia,state,54,fips_code,cases_total,72342
2020-12-20,West Virginia,state,54,fips_code,deaths_total,1128
2020-12-20,Wisconsin,state,55,fips_code,cases_total,492724
2020-12-20,Wisconsin,state,55,fips_code,deaths_total,4745
2020-12-20,Wyoming,state,56,fips_code,cases_total,41662
2020-12-20,Wyoming,state,56,fips_code,deaths_total,351
2020-12-19,Alabama,state,01,fips_code,cases_total,319904
2020-12-19,Alabama,state,01,fips_code,deaths_total,4389
2020-12-19,Alaska,state,02,fips_code,cases_total,43468
2020-12-19,Alaska,state,02,fips_code,deaths_total,177
2020-12-19,Arizona,state,04,fips_code,cases_total,450807
2020-12-19,Arizona,state,04,fips_code,deaths_total,7956
2020-12-19,Arkansas,state,05,fips_code,cases_total,200114
2020-12-19,Arkansas,state,05,fips_code,deaths_total,3191
2020-12-19,California,state,06,fips_code,cases_total,1846943
2020-12-19,California,state,06,fips_code,deaths_total,22651
2020-12-19,Colorado,state,08,fips_code,cases_total,308350
2020-12-19,Colorado,state,08,fips_code,deaths_total,4400
2020-12-19,Connecticut,state,09,fips_code,cases_total,162782
2020-12-19,Connecticut,state,09,fips_code,deaths_total,5581
2020-12-19,Delaware,state,10,fips_code,cases_total,50136
2020-12-19,Delaware,state,10,fips_code,deaths_total,858
2020-12-19,District of Columbia,state,11,fips_code,cases_total,26342
2020-12-19,District of Columbia,state,11,fips_code,deaths_total,730
2020-12-19,Florida,state,12,fips_code,cases_total,1193157
2020-12-19,Florida,state,12,fips_code,deaths_total,20472
2020-12-19,Georgia,state,13,fips_code,cases_total,562479
2020-12-19,Georgia,state,13,fips_code,deaths_total,10054
2020-12-19,Guam,state,66,fips_code,cases_total,8167
2020-12-19,Guam,state,66,fips_code,deaths_total,120
2020-12-19,Hawaii,state,15,fips_code,cases_total,20089
2020-12-19,Hawaii,state,15,fips_code,deaths_total,279
2020-12-19,Idaho,state,16,fips_code,cases_total,129334
2020-12-19,Idaho,state,16,fips_code,deaths_total,1280
2020-12-19,Illinois,state,17,fips_code,cases_total,896003
2020-12-19,Illinois,state,17,fips_code,deaths_total,16326
2020-12-19,Indiana,state,18,fips_code,cases_total,460766
2020-12-19,Indiana,state,18,fips_code,deaths_total,7338
2020-12-19,Iowa,state,19,fips_code,cases_total,266959
2020-12-19,Iowa,state,19,fips_code,deaths_total,3533
2020-12-19,Kansas,state,20,fips_code,cases_total,203650
2020-12-19,Kansas,state,20,fips_code,deaths_total,2341
2020-12-19,Kentucky,state,21,fips_code,cases_total,243047
2020-12-19,Kentucky,state,21,fips_code,deaths_total,2637
2020-12-19,Louisiana,state,22,fips_code,cases_total,282434
2020-12-19,Louisiana,state,22,fips_code,deaths_total,6994
2020-12-19,Maine,state,23,fips_code,cases_total,18739
2020-12-19,Maine,state,23,fips_code,deaths_total,292
2020-12-19,Maryland,state,24,fips_code,cases_total,248924
2020-12-19,Maryland,state,24,fips_code,deaths_total,5412
2020-12-19,Massachusetts,state,25,fips_code,cases_total,319270
2020-12-19,Massachusetts,state,25,fips_code,deaths_total,11657
2020-12-19,Michigan,state,26,fips_code,cases_total,495282
2020-12-19,Michigan,state,26,fips_code,deaths_total,12066
2020-12-19,Minnesota,state,27,fips_code,cases_total,394694
2020-12-19,Minnesota,state,27,fips_code,deaths_total,4839
2020-12-19,Mississippi,state,28,fips_code,cases_total,192111
2020-12-19,Mississippi,state,28,fips_code,deaths_total,4390
2020-12-19,Missouri,state,29,fips_code,cases_total,384522
2020-12-19,Missouri,state,29,fips_code,deaths_total,5236
2020-12-19,Montana,state,30,fips_code,cases_total,76708
2020-12-19,Montana,state,30,fips_code,deaths_total,864
2020-12-19,Nebraska,state,31,fips_code,cases_total,155765
2020-12-19,Nebraska,state,31,fips_code,deaths_total,1495
2020-12-19,Nevada,state,32,fips_code,cases_total,202164
2020-12-19,Nevada,state,32,fips_code,deaths_total,2754
2020-12-19,New Hampshire,state,33,fips_code,cases_total,35609
2020-12-19,New Hampshire,state,33,fips_code,deaths_total,650
2020-12-19,New Jersey,state,34,fips_code,cases_total,429325
2020-12-19,New Jersey,state,34,fips_code,deaths_total,18173
2020-12-19,New Mexico,state,35,fips_code,cases_total,128930
2020-12-19,New Mexico,state,35,fips_code,deaths_total,2155
2020-12-19,New York,state,36,fips_code,cases_total,841946
2020-12-19,New York,state,36,fips_code,deaths_total,35897
2020-12-19,North Carolina,state,37,fips_code,cases_total,473691
2020-12-19,North Carolina,state,37,fips_code,deaths_total,6222
2020-12-19,North Dakota,state,38,fips_code,cases_total,89794
2020-12-19,North Dakota,state,38,fips_code,deaths_total,1237
2020-12-19,Northern Mariana Islands,state,69,fips_code,cases_total,115
2020-12-19,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-12-19,Ohio,state,39,fips_code,cases_total,614429
2020-12-19,Ohio,state,39,fips_code,deaths_total,8031
2020-12-19,Oklahoma,state,40,fips_code,cases_total,255868
2020-12-19,Oklahoma,state,40,fips_code,deaths_total,2189
2020-12-19,Oregon,state,41,fips_code,cases_total,101814
2020-12-19,Oregon,state,41,fips_code,deaths_total,1340
2020-12-19,Pennsylvania,state,42,fips_code,cases_total,553424
2020-12-19,Pennsylvania,state,42,fips_code,deaths_total,13869
2020-12-19,Puerto Rico,state,72,fips_code,cases_total,100826
2020-12-19,Puerto Rico,state,72,fips_code,deaths_total,1342
2020-12-19,Rhode Island,state,44,fips_code,cases_total,77812
2020-12-19,Rhode Island,state,44,fips_code,deaths_total,1625
2020-12-19,South Carolina,state,45,fips_code,cases_total,270537
2020-12-19,South Carolina,state,45,fips_code,deaths_total,4895
2020-12-19,South Dakota,state,46,fips_code,cases_total,94336
2020-12-19,South Dakota,state,46,fips_code,deaths_total,1350
2020-12-19,Tennessee,state,47,fips_code,cases_total,494497
2020-12-19,Tennessee,state,47,fips_code,deaths_total,5960
2020-12-19,Texas,state,48,fips_code,cases_total,1585338
2020-12-19,Texas,state,48,fips_code,deaths_total,25841
2020-12-19,Utah,state,49,fips_code,cases_total,248970
2020-12-19,Utah,state,49,fips_code,deaths_total,1148
2020-12-19,Vermont,state,50,fips_code,cases_total,6343
2020-12-19,Vermont,state,50,fips_code,deaths_total,108
2020-12-19,Virgin Islands,state,78,fips_code,cases_total,1910
2020-12-19,Virgin Islands,state,78,fips_code,deaths_total,23
2020-12-19,Virginia,state,51,fips_code,cases_total,302972
2020-12-19,Virginia,state,51,fips_code,deaths_total,4643
2020-12-19,Washington,state,53,fips_code,cases_total,226551
2020-12-19,Washington,state,53,fips_code,deaths_total,3169
2020-12-19,West Virginia,state,54,fips_code,cases_total,71215
2020-12-19,West Virginia,state,54,fips_code,deaths_total,1122
2020-12-19,Wisconsin,state,55,fips_code,cases_total,490679
2020-12-19,Wisconsin,state,55,fips_code,deaths_total,4724
2020-12-19,Wyoming,state,56,fips_code,cases_total,41488
2020-12-19,Wyoming,state,56,fips_code,deaths_total,351
2020-12-18,Alabama,state,01,fips_code,cases_total,315683
2020-12-18,Alabama,state,01,fips_code,deaths_total,4296
2020-12-18,Alaska,state,02,fips_code,cases_total,43132
2020-12-18,Alaska,state,02,fips_code,deaths_total,176
2020-12-18,Arizona,state,04,fips_code,cases_total,444038
2020-12-18,Arizona,state,04,fips_code,deaths_total,7819
2020-12-18,Arkansas,state,05,fips_code,cases_total,197421
2020-12-18,Arkansas,state,05,fips_code,deaths_total,3139
2020-12-18,California,state,06,fips_code,cases_total,1809585
2020-12-18,California,state,06,fips_code,deaths_total,22436
2020-12-18,Colorado,state,08,fips_code,cases_total,305622
2020-12-18,Colorado,state,08,fips_code,deaths_total,4323
2020-12-18,Connecticut,state,09,fips_code,cases_total,162782
2020-12-18,Connecticut,state,09,fips_code,deaths_total,5581
2020-12-18,Delaware,state,10,fips_code,cases_total,49109
2020-12-18,Delaware,state,10,fips_code,deaths_total,854
2020-12-18,District of Columbia,state,11,fips_code,cases_total,26104
2020-12-18,District of Columbia,state,11,fips_code,deaths_total,728
2020-12-18,Florida,state,12,fips_code,cases_total,1181475
2020-12-18,Florida,state,12,fips_code,deaths_total,20400
2020-12-18,Georgia,state,13,fips_code,cases_total,556615
2020-12-18,Georgia,state,13,fips_code,deaths_total,10009
2020-12-18,Guam,state,66,fips_code,cases_total,8162
2020-12-18,Guam,state,66,fips_code,deaths_total,120
2020-12-18,Hawaii,state,15,fips_code,cases_total,19937
2020-12-18,Hawaii,state,15,fips_code,deaths_total,279
2020-12-18,Idaho,state,16,fips_code,cases_total,128498
2020-12-18,Idaho,state,16,fips_code,deaths_total,1280
2020-12-18,Illinois,state,17,fips_code,cases_total,888478
2020-12-18,Illinois,state,17,fips_code,deaths_total,16206
2020-12-18,Indiana,state,18,fips_code,cases_total,456028
2020-12-18,Indiana,state,18,fips_code,deaths_total,7265
2020-12-18,Iowa,state,19,fips_code,cases_total,264729
2020-12-18,Iowa,state,19,fips_code,deaths_total,3451
2020-12-18,Kansas,state,20,fips_code,cases_total,203646
2020-12-18,Kansas,state,20,fips_code,deaths_total,2341
2020-12-18,Kentucky,state,21,fips_code,cases_total,240345
2020-12-18,Kentucky,state,21,fips_code,deaths_total,2618
2020-12-18,Louisiana,state,22,fips_code,cases_total,282434
2020-12-18,Louisiana,state,22,fips_code,deaths_total,6994
2020-12-18,Maine,state,23,fips_code,cases_total,18337
2020-12-18,Maine,state,23,fips_code,deaths_total,281
2020-12-18,Maryland,state,24,fips_code,cases_total,246816
2020-12-18,Maryland,state,24,fips_code,deaths_total,5358
2020-12-18,Massachusetts,state,25,fips_code,cases_total,314926
2020-12-18,Massachusetts,state,25,fips_code,deaths_total,11610
2020-12-18,Michigan,state,26,fips_code,cases_total,491339
2020-12-18,Michigan,state,26,fips_code,deaths_total,11861
2020-12-18,Minnesota,state,27,fips_code,cases_total,391948
2020-12-18,Minnesota,state,27,fips_code,deaths_total,4782
2020-12-18,Mississippi,state,28,fips_code,cases_total,190411
2020-12-18,Mississippi,state,28,fips_code,deaths_total,4354
2020-12-18,Missouri,state,29,fips_code,cases_total,382181
2020-12-18,Missouri,state,29,fips_code,deaths_total,5170
2020-12-18,Montana,state,30,fips_code,cases_total,76056
2020-12-18,Montana,state,30,fips_code,deaths_total,855
2020-12-18,Nebraska,state,31,fips_code,cases_total,155068
2020-12-18,Nebraska,state,31,fips_code,deaths_total,1490
2020-12-18,Nevada,state,32,fips_code,cases_total,200032
2020-12-18,Nevada,state,32,fips_code,deaths_total,2728
2020-12-18,New Hampshire,state,33,fips_code,cases_total,34960
2020-12-18,New Hampshire,state,33,fips_code,deaths_total,638
2020-12-18,New Jersey,state,34,fips_code,cases_total,425134
2020-12-18,New Jersey,state,34,fips_code,deaths_total,18124
2020-12-18,New Mexico,state,35,fips_code,cases_total,127500
2020-12-18,New Mexico,state,35,fips_code,deaths_total,2128
2020-12-18,New York,state,36,fips_code,cases_total,832033
2020-12-18,New York,state,36,fips_code,deaths_total,35775
2020-12-18,North Carolina,state,37,fips_code,cases_total,468195
2020-12-18,North Carolina,state,37,fips_code,deaths_total,6172
2020-12-18,North Dakota,state,38,fips_code,cases_total,89563
2020-12-18,North Dakota,state,38,fips_code,deaths_total,1231
2020-12-18,Northern Mariana Islands,state,69,fips_code,cases_total,115
2020-12-18,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-12-18,Ohio,state,39,fips_code,cases_total,605862
2020-12-18,Ohio,state,39,fips_code,deaths_total,7967
2020-12-18,Oklahoma,state,40,fips_code,cases_total,251760
2020-12-18,Oklahoma,state,40,fips_code,deaths_total,2161
2020-12-18,Oregon,state,41,fips_code,cases_total,100309
2020-12-18,Oregon,state,41,fips_code,deaths_total,1306
2020-12-18,Pennsylvania,state,42,fips_code,cases_total,544417
2020-12-18,Pennsylvania,state,42,fips_code,deaths_total,13664
2020-12-18,Puerto Rico,state,72,fips_code,cases_total,99747
2020-12-18,Puerto Rico,state,72,fips_code,deaths_total,1333
2020-12-18,Rhode Island,state,44,fips_code,cases_total,77812
2020-12-18,Rhode Island,state,44,fips_code,deaths_total,1625
2020-12-18,South Carolina,state,45,fips_code,cases_total,267076
2020-12-18,South Carolina,state,45,fips_code,deaths_total,4872
2020-12-18,South Dakota,state,46,fips_code,cases_total,93772
2020-12-18,South Dakota,state,46,fips_code,deaths_total,1330
2020-12-18,Tennessee,state,47,fips_code,cases_total,490304
2020-12-18,Tennessee,state,47,fips_code,deaths_total,5897
2020-12-18,Texas,state,48,fips_code,cases_total,1571925
2020-12-18,Texas,state,48,fips_code,deaths_total,25608
2020-12-18,Utah,state,49,fips_code,cases_total,246562
2020-12-18,Utah,state,49,fips_code,deaths_total,1140
2020-12-18,Vermont,state,50,fips_code,cases_total,6243
2020-12-18,Vermont,state,50,fips_code,deaths_total,107
2020-12-18,Virgin Islands,state,78,fips_code,cases_total,1900
2020-12-18,Virgin Islands,state,78,fips_code,deaths_total,23
2020-12-18,Virginia,state,51,fips_code,cases_total,299388
2020-12-18,Virginia,state,51,fips_code,deaths_total,4598
2020-12-18,Washington,state,53,fips_code,cases_total,224594
2020-12-18,Washington,state,53,fips_code,deaths_total,3168
2020-12-18,West Virginia,state,54,fips_code,cases_total,69751
2020-12-18,West Virginia,state,54,fips_code,deaths_total,1091
2020-12-18,Wisconsin,state,55,fips_code,cases_total,486364
2020-12-18,Wisconsin,state,55,fips_code,deaths_total,4635
2020-12-18,Wyoming,state,56,fips_code,cases_total,41359
2020-12-18,Wyoming,state,56,fips_code,deaths_total,351
2020-12-17,Alabama,state,01,fips_code,cases_total,310335
2020-12-17,Alabama,state,01,fips_code,deaths_total,4254
2020-12-17,Alaska,state,02,fips_code,cases_total,42639
2020-12-17,Alaska,state,02,fips_code,deaths_total,176
2020-12-17,Arizona,state,04,fips_code,cases_total,438514
2020-12-17,Arizona,state,04,fips_code,deaths_total,7711
2020-12-17,Arkansas,state,05,fips_code,cases_total,194543
2020-12-17,Arkansas,state,05,fips_code,deaths_total,3112
2020-12-17,California,state,06,fips_code,cases_total,1761085
2020-12-17,California,state,06,fips_code,deaths_total,22150
2020-12-17,Colorado,state,08,fips_code,cases_total,302086
2020-12-17,Colorado,state,08,fips_code,deaths_total,4265
2020-12-17,Connecticut,state,09,fips_code,cases_total,160102
2020-12-17,Connecticut,state,09,fips_code,deaths_total,5552
2020-12-17,Delaware,state,10,fips_code,cases_total,48768
2020-12-17,Delaware,state,10,fips_code,deaths_total,845
2020-12-17,District of Columbia,state,11,fips_code,cases_total,25830
2020-12-17,District of Columbia,state,11,fips_code,deaths_total,725
2020-12-17,Florida,state,12,fips_code,cases_total,1168475
2020-12-17,Florida,state,12,fips_code,deaths_total,20304
2020-12-17,Georgia,state,13,fips_code,cases_total,548646
2020-12-17,Georgia,state,13,fips_code,deaths_total,9974
2020-12-17,Guam,state,66,fips_code,cases_total,8152
2020-12-17,Guam,state,66,fips_code,deaths_total,120
2020-12-17,Hawaii,state,15,fips_code,cases_total,19781
2020-12-17,Hawaii,state,15,fips_code,deaths_total,278
2020-12-17,Idaho,state,16,fips_code,cases_total,127224
2020-12-17,Idaho,state,16,fips_code,deaths_total,1266
2020-12-17,Illinois,state,17,fips_code,cases_total,881229
2020-12-17,Illinois,state,17,fips_code,deaths_total,15987
2020-12-17,Indiana,state,18,fips_code,cases_total,450074
2020-12-17,Indiana,state,18,fips_code,deaths_total,7180
2020-12-17,Iowa,state,19,fips_code,cases_total,262210
2020-12-17,Iowa,state,19,fips_code,deaths_total,3451
2020-12-17,Kansas,state,20,fips_code,cases_total,198189
2020-12-17,Kansas,state,20,fips_code,deaths_total,2253
2020-12-17,Kentucky,state,21,fips_code,cases_total,237160
2020-12-17,Kentucky,state,21,fips_code,deaths_total,2575
2020-12-17,Louisiana,state,22,fips_code,cases_total,279321
2020-12-17,Louisiana,state,22,fips_code,deaths_total,6964
2020-12-17,Maine,state,23,fips_code,cases_total,17901
2020-12-17,Maine,state,23,fips_code,deaths_total,276
2020-12-17,Maryland,state,24,fips_code,cases_total,244247
2020-12-17,Maryland,state,24,fips_code,deaths_total,5319
2020-12-17,Massachusetts,state,25,fips_code,cases_total,309247
2020-12-17,Massachusetts,state,25,fips_code,deaths_total,11558
2020-12-17,Michigan,state,26,fips_code,cases_total,486831
2020-12-17,Michigan,state,26,fips_code,deaths_total,11793
2020-12-17,Minnesota,state,27,fips_code,cases_total,389230
2020-12-17,Minnesota,state,27,fips_code,deaths_total,4717
2020-12-17,Mississippi,state,28,fips_code,cases_total,187904
2020-12-17,Mississippi,state,28,fips_code,deaths_total,4320
2020-12-17,Missouri,state,29,fips_code,cases_total,378014
2020-12-17,Missouri,state,29,fips_code,deaths_total,5101
2020-12-17,Montana,state,30,fips_code,cases_total,75545
2020-12-17,Montana,state,30,fips_code,deaths_total,849
2020-12-17,Nebraska,state,31,fips_code,cases_total,153761
2020-12-17,Nebraska,state,31,fips_code,deaths_total,1472
2020-12-17,Nevada,state,32,fips_code,cases_total,197059
2020-12-17,Nevada,state,32,fips_code,deaths_total,2680
2020-12-17,New Hampshire,state,33,fips_code,cases_total,34264
2020-12-17,New Hampshire,state,33,fips_code,deaths_total,629
2020-12-17,New Jersey,state,34,fips_code,cases_total,421238
2020-12-17,New Jersey,state,34,fips_code,deaths_total,18080
2020-12-17,New Mexico,state,35,fips_code,cases_total,126045
2020-12-17,New Mexico,state,35,fips_code,deaths_total,2103
2020-12-17,New York,state,36,fips_code,cases_total,819427
2020-12-17,New York,state,36,fips_code,deaths_total,35647
2020-12-17,North Carolina,state,37,fips_code,cases_total,458739
2020-12-17,North Carolina,state,37,fips_code,deaths_total,6120
2020-12-17,North Dakota,state,38,fips_code,cases_total,89069
2020-12-17,North Dakota,state,38,fips_code,deaths_total,1210
2020-12-17,Northern Mariana Islands,state,69,fips_code,cases_total,113
2020-12-17,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-12-17,Ohio,state,39,fips_code,cases_total,596178
2020-12-17,Ohio,state,39,fips_code,deaths_total,7894
2020-12-17,Oklahoma,state,40,fips_code,cases_total,248204
2020-12-17,Oklahoma,state,40,fips_code,deaths_total,2144
2020-12-17,Oregon,state,41,fips_code,cases_total,98937
2020-12-17,Oregon,state,41,fips_code,deaths_total,1284
2020-12-17,Pennsylvania,state,42,fips_code,cases_total,535231
2020-12-17,Pennsylvania,state,42,fips_code,deaths_total,13442
2020-12-17,Puerto Rico,state,72,fips_code,cases_total,98366
2020-12-17,Puerto Rico,state,72,fips_code,deaths_total,1323
2020-12-17,Rhode Island,state,44,fips_code,cases_total,77290
2020-12-17,Rhode Island,state,44,fips_code,deaths_total,1602
2020-12-17,South Carolina,state,45,fips_code,cases_total,262774
2020-12-17,South Carolina,state,45,fips_code,deaths_total,4843
2020-12-17,South Dakota,state,46,fips_code,cases_total,93197
2020-12-17,South Dakota,state,46,fips_code,deaths_total,1301
2020-12-17,Tennessee,state,47,fips_code,cases_total,480225
2020-12-17,Tennessee,state,47,fips_code,deaths_total,5783
2020-12-17,Texas,state,48,fips_code,cases_total,1552549
2020-12-17,Texas,state,48,fips_code,deaths_total,25336
2020-12-17,Utah,state,49,fips_code,cases_total,243918
2020-12-17,Utah,state,49,fips_code,deaths_total,1126
2020-12-17,Vermont,state,50,fips_code,cases_total,6149
2020-12-17,Vermont,state,50,fips_code,deaths_total,105
2020-12-17,Virgin Islands,state,78,fips_code,cases_total,1878
2020-12-17,Virgin Islands,state,78,fips_code,deaths_total,23
2020-12-17,Virginia,state,51,fips_code,cases_total,296093
2020-12-17,Virginia,state,51,fips_code,deaths_total,4553
2020-12-17,Washington,state,53,fips_code,cases_total,220628
2020-12-17,Washington,state,53,fips_code,deaths_total,3170
2020-12-17,West Virginia,state,54,fips_code,cases_total,68485
2020-12-17,West Virginia,state,54,fips_code,deaths_total,1071
2020-12-17,Wisconsin,state,55,fips_code,cases_total,482443
2020-12-17,Wisconsin,state,55,fips_code,deaths_total,4566
2020-12-17,Wyoming,state,56,fips_code,cases_total,40593
2020-12-17,Wyoming,state,56,fips_code,deaths_total,351
2020-12-16,Alabama,state,01,fips_code,cases_total,305640
2020-12-16,Alabama,state,01,fips_code,deaths_total,4198
2020-12-16,Alaska,state,02,fips_code,cases_total,42256
2020-12-16,Alaska,state,02,fips_code,deaths_total,174
2020-12-16,Arizona,state,04,fips_code,cases_total,431330
2020-12-16,Arizona,state,04,fips_code,deaths_total,7558
2020-12-16,Arkansas,state,05,fips_code,cases_total,191504
2020-12-16,Arkansas,state,05,fips_code,deaths_total,3074
2020-12-16,California,state,06,fips_code,cases_total,1716027
2020-12-16,California,state,06,fips_code,deaths_total,21881
2020-12-16,Colorado,state,08,fips_code,cases_total,298492
2020-12-16,Colorado,state,08,fips_code,deaths_total,4192
2020-12-16,Connecticut,state,09,fips_code,cases_total,157781
2020-12-16,Connecticut,state,09,fips_code,deaths_total,5506
2020-12-16,Delaware,state,10,fips_code,cases_total,47929
2020-12-16,Delaware,state,10,fips_code,deaths_total,833
2020-12-16,District of Columbia,state,11,fips_code,cases_total,25602
2020-12-16,District of Columbia,state,11,fips_code,deaths_total,720
2020-12-16,Florida,state,12,fips_code,cases_total,1155327
2020-12-16,Florida,state,12,fips_code,deaths_total,20203
2020-12-16,Georgia,state,13,fips_code,cases_total,541086
2020-12-16,Georgia,state,13,fips_code,deaths_total,9913
2020-12-16,Guam,state,66,fips_code,cases_total,8137
2020-12-16,Guam,state,66,fips_code,deaths_total,120
2020-12-16,Hawaii,state,15,fips_code,cases_total,19645
